2.14828155264968e-14,0.635204077739572,5.6053078845153e-10,0.286875708218902
0,0.444529570332865,2.38875919045256e-10,0.446744546070417
0,0.558092385060715,2.34157138123692e-12,0.232165412889759
4.66293670342566e-15,0.473974461011563,5.44753131492826e-10,0.243239962178358
1.85407245112401e-14,0.38342942676277,0.0294346556476742,0.98048071162177
5.32191444246877e-07,0.35321452437203,4.80304684913335e-12,0.11816799466212
0,0.370689982061993,0.853329154708924,0.204426657988854
3.10862446895044e-15,0.592955209572213,1.29240451673951e-09,0.236797889429682
0,0.533152814455073,4.6358472616248e-11,0.351838686481045
0,0.619130004810438,3.15997228383935e-12,0.207069726550402
8.77076189453874e-15,0.503111427887088,1.52256440788534e-09,0.217463201383896
3.10862446895044e-15,0.55176889867673,1.73804520775533e-09,0.264891408649337
0,0.408944651037039,2.0039479218803e-06,0.323681240439777
0,0.550456710428715,1.08683617661143e-11,0.250567143735506
1.13797860024079e-14,0.416876905265969,1.34764172043944e-09,0.255635072918611
6.40043573696403e-14,0.50423600959622,8.00446764426255e-10,0.200402533981871
0,0.552320344191349,1.593052911808e-10,0.298550171653906
0,0.584245407289097,1.51637591372378e-11,0.179169662432831
6.60582699651968e-15,0.472421616715585,1.55470508689248e-09,0.18836423784368
0,0.383429426762771,3.76965125781226e-12,0.980480711621805
0,0.383429426762771,5.07927033766009e-13,0.980480711621805
0,0.551455100549085,2.22044604925031e-16,0.053177235107229
0,0.383429426762771,3.76965125781226e-12,0.980480711621805
0,0.383429426762771,6.93889390390723e-14,0.980480711621805
0,0.383429426762771,2.22044604925031e-16,0.980480711621805
0,0.551455100549085,2.22044604925031e-16,0.053177235107229
0,0.383429426762771,6.93889390390723e-14,0.980480711621805
0,0.383429426762771,0.000529878857800536,0.980480711621805
0,0.383429426762771,5.07927033766009e-13,0.980480711621805
0,0.551455100549085,2.22044604925031e-16,0.053177235107229
0,0.383429426762771,0.000529878857800647,0.980480711621805
0,0.383429426762771,6.93889390390723e-14,0.980480711621805
0,0.383429426762771,2.22044604925031e-16,0.980480711621805
0,0.551455100549085,2.22044604925031e-16,0.053177235107229
0,0.383429426762771,6.93889390390723e-14,0.980480711621805
